Company _(Maker-if_known),Specific_Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating
337,840,32,2006,53.0,20,2.0
337,317,32,2006,65.0,20,3.0
337,841,32,2006,70.0,20,4.0
338,231,761,2011,70.0,0,2.75
339,842,959,2012,78.0,1,4.0
339,619,781,2011,68.0,1,3.75
339,843,464,2010,68.0,1,3.5
339,844,464,2010,65.0,1,3.75
339,845,336,2009,68.0,1,3.75
339,846,336,2009,65.0,1,4.0
339,387,445,2009,72.0,1,3.75
339,847,227,2008,72.0,1,3.0
339,848,117,2007,72.0,1,3.0
339,849,135,2007,62.0,1,3.0
339,50,135,2007,75.0,1,3.75
339,850,188,2007,75.0,1,3.0
339,851,15,2006,82.0,1,2.0
339,852,15,2006,70.0,1,3.5
339,853,40,2006,68.0,1,2.0
339,854,56,2006,70.0,1,2.0
339,476,56,2006,62.0,1,3.0
340,57,1658,2015,70.0,12,2.75
340,63,1658,2015,70.0,12,2.75
341,62,1450,2015,72.0,1,3.25
341,16,1450,2015,73.0,1,3.5
341,50,1466,2015,77.0,1,2.75
341,553,1466,2015,74.0,1,3.5
341,53,1335,2014,75.0,1,3.0
341,855,1335,2014,72.0,1,3.25
342,856,713,2011,73.0,1,2.0
342,857,721,2011,73.0,1,2.5
343,858,1884,2016,70.0,8,3.25
344,60,757,2011,75.0,8,3.5
345,859,1586,2015,82.0,23,3.25
345,691,1586,2015,70.0,23,3.5
346,21,911,2012,70.0,1,2.5
347,860,717,2011,67.0,10,3.0
347,861,725,2011,65.0,10,3.25
347,862,729,2011,60.0,10,3.25
347,863,741,2011,68.0,10,3.0
348,864,1788,2016,73.0,9,3.5
348,865,1856,2016,73.0,9,3.5
348,866,1860,2016,73.0,9,3.75
348,867,1502,2015,100.0,9,3.0
348,868,1506,2015,100.0,9,3.0
348,869,1614,2015,73.0,9,3.0
348,870,1614,2015,73.0,9,3.25
348,648,1650,2015,73.0,9,3.25
348,867,1339,2014,67.0,9,3.75
348,867,1339,2014,73.0,9,3.75
348,402,1343,2014,73.0,9,3.75
349,52,1454,2015,70.0,1,2.75
349,249,1462,2015,72.0,1,3.0
350,871,1940,2017,70.0,13,3.5
350,872,1740,2016,70.0,13,3.75
350,873,1740,2016,70.0,13,4.0
350,874,1756,2016,70.0,13,3.75
350,37,1864,2016,70.0,13,3.0
350,875,1864,2016,67.0,13,3.75
350,876,1908,2016,70.0,13,3.25
350,501,1618,2015,65.0,13,3.25
350,501,1622,2015,70.0,13,3.5
350,73,1622,2015,67.0,13,3.75
350,679,1622,2015,70.0,13,3.75
350,90,1622,2015,72.0,13,4.0
350,20,1626,2015,72.0,13,2.75
350,877,1662,2015,65.0,13,3.5
350,878,1666,2015,67.0,13,3.0
350,879,1666,2015,70.0,13,3.75
351,52,693,2011,67.0,1,1.5
351,11,502,2010,68.0,1,3.0
351,53,502,2010,68.0,1,3.25
352,880,1812,2016,70.0,1,3.5
352,11,1518,2015,72.0,1,3.0
353,555,1840,2016,68.0,12,2.75
353,881,1840,2016,85.0,12,2.75
354,882,1792,2016,70.0,22,3.25
354,883,1796,2016,75.0,22,3.25
355,884,1335,2014,70.0,1,3.0
355,109,1157,2013,70.0,1,3.0
355,481,1157,2013,70.0,1,3.0
355,20,1161,2013,70.0,1,3.25
355,247,1161,2013,70.0,1,3.25
355,885,1161,2013,70.0,1,3.5
356,886,1820,2016,62.0,9,3.5
356,887,1820,2016,70.0,9,3.5
356,888,1828,2016,70.0,9,3.5
356,889,1828,2016,75.0,9,3.75
356,890,1828,2016,70.0,9,3.75
356,891,1828,2016,70.0,9,4.0
356,892,1832,2016,70.0,9,3.25
356,893,1594,2015,70.0,9,3.5
356,60,1594,2015,75.0,9,4.0
356,665,1227,2014,70.0,9,3.5
356,113,1259,2014,70.0,9,3.75
356,439,1307,2014,70.0,9,3.25
356,402,1307,2014,80.0,9,3.5
356,894,1307,2014,70.0,9,3.75
356,895,1339,2014,70.0,9,3.25
356,542,1019,2013,77.0,9,3.75
356,98,1030,2013,70.0,9,3.25
356,896,1073,2013,70.0,9,2.75
356,897,1073,2013,70.0,9,3.75
356,898,1077,2013,70.0,9,3.25
356,199,1077,2013,70.0,9,3.75
356,899,1077,2013,88.0,9,4.0
356,900,1077,2013,70.0,9,4.0
356,901,1081,2013,67.0,9,4.0
356,571,1173,2013,70.0,9,3.25
356,822,1177,2013,70.0,9,4.0
356,902,817,2012,70.0,9,3.25
356,903,833,2012,70.0,9,3.75
356,904,867,2012,70.0,9,4.0
356,905,867,2012,70.0,9,4.0
356,906,951,2012,70.0,9,3.5
356,150,951,2012,70.0,9,3.75
356,907,967,2012,70.0,9,3.5
356,16,983,2012,85.0,9,3.5
356,908,676,2011,70.0,9,2.75
356,909,676,2011,70.0,9,3.5
356,910,676,2011,64.0,9,4.0
356,911,676,2011,70.0,9,4.0
356,912,682,2011,70.0,9,3.75
356,17,688,2011,70.0,9,3.5
356,913,607,2010,70.0,9,3.75
356,504,377,2009,70.0,9,3.0
356,340,377,2009,70.0,9,3.5
356,44,387,2009,70.0,9,3.0
356,16,387,2009,70.0,9,3.5
356,11,387,2009,70.0,9,3.75
356,51,387,2009,70.0,9,3.75
357,249,1367,2014,70.0,1,3.25
357,914,1395,2014,70.0,1,3.5
358,57,1932,2017,70.0,9,3.25
358,11,1936,2017,70.0,9,3.5
358,58,1936,2017,75.0,9,3.5
358,53,1936,2017,75.0,9,3.25
358,16,1936,2017,77.0,9,3.25
358,202,1940,2017,80.0,9,3.5
359,915,793,2012,70.0,1,3.0
359,915,793,2012,80.0,1,3.0
359,915,793,2012,75.0,1,3.25
360,57,1932,2017,70.0,1,3.75
360,53,1932,2017,70.0,1,3.5
360,21,1932,2017,70.0,1,2.75
360,916,1792,2016,70.0,13,3.5
360,917,1792,2016,70.0,13,3.75
360,918,1792,2016,70.0,13,3.75
360,919,1434,2014,72.0,13,2.75
361,69,1057,2013,70.0,5,3.0
362,57,1113,2013,70.0,1,3.0
362,57,1121,2013,84.0,1,2.25
363,920,1634,2015,70.0,1,3.0
363,504,1692,2015,70.0,1,3.0
363,921,1692,2015,70.0,1,3.0
363,922,1692,2015,70.0,1,3.0
363,552,1696,2015,70.0,1,3.0
364,923,859,2012,68.0,5,2.75
364,924,729,2011,72.0,5,3.25
365,925,1291,2014,84.0,1,3.5
365,926,1291,2014,70.0,1,3.5
366,927,939,2012,65.0,1,2.5
366,927,943,2012,70.0,1,2.5
366,927,943,2012,75.0,1,2.75
367,109,1157,2013,67.0,1,2.75
367,702,1157,2013,78.0,1,3.25
368,21,1800,2016,61.0,36,2.5
368,21,1800,2016,71.0,36,3.0
369,58,1796,2016,70.0,19,2.75
369,58,1796,2016,60.0,19,3.0
370,928,1618,2015,70.0,46,2.75
371,84,1668,2015,70.0,57,3.25
371,127,1704,2015,88.0,57,3.25
371,929,1704,2015,70.0,57,3.25
371,930,1704,2015,70.0,57,3.75
371,931,1708,2015,70.0,57,3.25
371,932,1708,2015,70.0,57,3.5
371,60,1263,2014,70.0,57,3.5
371,127,1263,2014,70.0,57,3.75
371,933,1185,2013,70.0,57,3.5
371,934,1185,2013,70.0,57,3.5
371,935,1193,2013,70.0,57,3.25
371,201,939,2012,70.0,57,3.25
371,936,939,2012,70.0,57,3.25
371,937,939,2012,70.0,57,3.75
371,938,761,2011,70.0,57,3.0
372,94,1101,2013,70.0,1,2.75
372,57,1101,2013,70.0,1,2.75
372,939,1105,2013,70.0,1,2.5
372,21,1105,2013,70.0,1,3.0
373,618,1450,2015,70.0,21,3.0
373,221,1450,2015,62.0,21,3.25
373,33,1450,2015,60.0,21,3.25
373,64,1680,2015,77.0,21,2.75
374,940,1868,2016,70.0,58,3.25
375,56,1271,2014,68.0,1,3.0
375,69,785,2011,87.0,1,3.25
375,941,451,2009,75.0,1,2.75
375,942,180,2007,70.0,1,3.0
376,325,1716,2016,62.0,1,2.0
376,943,915,2012,99.0,1,3.25
376,944,387,2009,60.0,1,2.75
376,945,387,2009,68.0,1,3.0
376,946,199,2008,70.0,1,2.5
376,947,280,2008,70.0,1,2.5
376,948,280,2008,70.0,1,2.75
376,949,284,2008,70.0,1,2.5
377,950,801,2012,70.0,1,2.75
377,951,801,2012,70.0,1,3.0
377,952,805,2012,70.0,1,3.0
377,953,805,2012,70.0,1,3.5
377,954,817,2012,70.0,1,3.25
377,955,821,2012,70.0,1,2.0
377,956,825,2012,70.0,1,3.25
377,957,829,2012,70.0,1,2.75
377,958,829,2012,70.0,1,3.0
377,959,833,2012,70.0,1,3.25
377,959,967,2012,70.0,1,2.75
377,960,971,2012,80.0,1,3.0
377,957,971,2012,67.0,1,3.25
377,961,971,2012,70.0,1,3.5
378,21,1478,2015,70.0,1,2.75
378,56,1478,2015,70.0,1,3.75
378,11,1478,2015,70.0,1,3.75
378,53,1482,2015,70.0,1,3.25
378,86,1554,2015,70.0,1,3.5
378,89,1558,2015,70.0,1,3.75
378,53,1323,2014,77.0,1,3.25
378,11,1323,2014,67.0,1,3.75
378,251,1323,2014,73.0,1,3.75
379,21,1614,2015,70.0,46,3.0
380,962,903,2012,65.0,1,3.25
380,11,162,2007,65.0,1,3.5
380,169,184,2007,75.0,1,2.5
380,963,184,2007,84.0,1,3.0
380,964,188,2007,91.0,1,2.0
380,965,188,2007,75.0,1,3.0
381,966,1684,2015,70.0,21,3.25
382,967,1836,2016,72.0,16,3.75
383,233,1418,2014,81.0,3,3.25
384,968,895,2012,70.0,0,4.0
385,969,927,2012,77.0,1,3.0
385,58,789,2011,72.0,1,2.75
385,57,789,2011,74.0,1,3.0
386,44,1239,2014,72.0,1,3.0
387,970,753,2011,72.0,44,3.5
388,86,1700,2015,75.0,1,2.75
388,971,1700,2015,75.0,1,3.5
388,11,1235,2014,75.0,1,3.5
388,57,1022,2013,68.0,1,3.25
388,972,1026,2013,75.0,1,2.5
388,57,753,2011,73.0,1,2.75
389,21,1740,2016,60.0,1,3.0
390,57,709,2011,63.0,0,3.75
391,408,1438,2014,74.0,1,2.75
391,973,1438,2014,70.0,1,3.0
392,974,1752,2016,72.0,1,3.0
392,975,1752,2016,72.0,1,3.25
393,976,1327,2014,65.0,10,3.25
394,977,1510,2015,63.0,0,4.0
394,978,1145,2013,70.0,0,3.5
394,979,1153,2013,64.0,0,3.5
394,980,931,2012,69.0,0,4.0
394,981,709,2011,56.0,0,3.25
394,982,757,2011,64.0,0,4.0
394,983,327,2009,64.0,0,3.75
394,984,370,2009,66.0,0,3.75
394,985,395,2009,68.0,0,3.5
394,986,117,2007,72.0,0,3.0
394,987,129,2007,65.0,0,3.75
394,988,129,2007,64.0,0,4.0
394,989,147,2007,85.0,0,1.5
394,990,153,2007,85.0,0,2.5
394,991,157,2007,71.0,0,2.75
394,992,162,2007,64.0,0,3.25
394,993,63,2006,66.0,0,3.0
394,994,63,2006,70.0,0,4.0
394,995,75,2006,64.0,0,2.5
394,996,75,2006,64.0,0,3.0
394,997,75,2006,64.0,0,3.5
395,998,963,2012,72.0,1,2.5
395,999,963,2012,65.0,1,2.75
396,11,404,2009,72.0,44,2.75
396,11,404,2009,76.0,44,2.75
396,11,404,2009,80.0,44,2.75
396,11,404,2009,70.0,44,3.0
396,814,404,2009,68.0,44,3.0
396,11,404,2009,64.0,44,3.25
397,972,1470,2015,70.0,1,3.25
397,1000,1470,2015,70.0,1,3.25
398,57,1211,2014,90.0,1,3.25
398,64,1211,2014,75.0,1,3.5
398,192,1227,2014,75.0,1,3.5
398,459,1117,2013,90.0,1,3.75
398,1001,991,2012,70.0,1,3.25
399,1002,951,2012,70.0,0,3.5
400,247,1205,2014,75.0,1,3.0
401,1003,153,2007,100.0,1,2.0
401,1003,153,2007,90.0,1,2.0
401,1003,153,2007,75.0,1,3.0
401,1004,153,2007,65.0,1,3.0
402,552,1458,2015,77.0,1,2.75
402,1005,1458,2015,77.0,1,3.0
402,50,1458,2015,77.0,1,3.0
402,21,1458,2015,77.0,1,3.25
402,1006,1502,2015,77.0,1,2.75
403,21,1720,2016,70.0,1,2.5
403,51,1720,2016,70.0,1,2.5
403,57,1724,2016,70.0,1,3.0
404,44,1756,2016,70.0,22,3.5
404,1007,1756,2016,70.0,22,3.5
405,52,733,2011,72.0,22,2.5
406,481,1169,2013,75.0,59,2.5
406,481,1169,2013,89.0,59,2.75
406,196,1169,2013,75.0,59,3.25
406,1008,1173,2013,75.0,59,2.75
407,1009,1848,2016,70.0,12,4.0
407,1009,1227,2014,88.0,12,3.0
407,1010,1109,2013,100.0,12,2.25
407,109,593,2010,71.0,12,3.0
407,1011,593,2010,72.0,12,3.5
407,98,593,2010,69.0,12,3.75
407,247,457,2009,70.0,12,3.0
407,204,457,2009,72.0,12,3.25
408,1012,1912,2016,74.0,1,3.0
408,1013,1912,2016,76.0,1,3.5
408,1014,1916,2016,75.0,1,3.75
409,809,1243,2014,70.0,1,3.0
409,402,1042,2013,70.0,1,3.25
409,191,1042,2013,70.0,1,3.5
409,53,825,2012,70.0,1,2.5
409,94,825,2012,70.0,1,3.0
409,109,951,2012,70.0,1,3.25
409,51,741,2011,70.0,1,4.0
409,149,769,2011,70.0,1,3.5
410,504,1057,2013,66.0,42,3.0
411,1015,1948,2017,70.0,1,2.75
411,1016,1948,2017,70.0,1,2.5
412,1017,1574,2015,70.0,1,3.0
412,1018,1578,2015,70.0,1,3.25
412,1019,1578,2015,70.0,1,3.25
412,1020,1578,2015,70.0,1,3.25
412,1021,1578,2015,70.0,1,3.5
412,1022,1582,2015,60.0,1,3.0
413,1023,1820,2016,70.0,48,3.5
413,1024,1824,2016,70.0,48,2.75
413,679,1824,2016,85.0,48,2.75
413,122,1824,2016,85.0,48,3.0
413,122,1824,2016,70.0,48,3.5
413,588,1880,2016,78.0,48,3.5
414,606,1716,2016,78.0,13,3.75
414,1025,1780,2016,65.0,13,3.25
414,69,697,2011,68.0,13,3.5
414,1026,701,2011,66.0,13,3.5
414,1027,701,2011,72.0,13,3.75
415,743,1205,2014,80.0,48,2.75
415,1028,801,2012,72.0,48,3.5
415,1029,801,2012,65.0,48,3.5
415,1030,875,2012,70.0,48,3.0
415,1031,875,2012,70.0,48,3.5
415,1032,875,2012,62.0,48,3.75
415,805,879,2012,75.0,48,3.0
415,1033,879,2012,75.0,48,3.0
415,1034,879,2012,90.0,48,3.25
415,201,879,2012,70.0,48,3.75
415,1035,883,2012,68.0,48,3.25
415,1036,883,2012,58.0,48,3.5
415,21,647,2011,70.0,48,3.75
415,100,749,2011,65.0,48,3.0
415,1037,749,2011,65.0,48,3.5
415,1037,781,2011,62.0,48,3.25
415,1038,486,2010,65.0,48,3.0
